id,feature_id,feature_name,product_type,product_version,is_directory,section,parent_feature_id,nf_support_map,applicable_nf,feature_type,definition,application_scenario,system_impact,restrictions,spec,standards,first_release_version,config_required,customer_value,has_overview
UDG:GWFD-010105,GWFD-010105,用户面地址分配,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010100,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,PGW-U、UPF,config_enable,UE IP地址是UE在网络中进行通信和寻址的唯一标识，用户上网过程中必须被分配IP地址才可正常通信。用户面地址分配是指 UDG 本地为UE分配地址，可提供三种类型的IP地址：IPv4地址、IPv6地址、IPv4v6双栈地址。 由于 UDG 为用户面网关，处于分组核心网和外部DN交换的位置，因此 UDG 在为UE分配IP地址的同时，还可生成下行路由用于下行报文的回程寻址。,运营商为用户规划动态IP地址，且不期望单独部署分配IP地址的设备。此时，可以开启 UDG 用户面地址分配功能，使用 UDG 本地为用户分配动态IP地址，使得运营商地址管理和运维操作更加便利，也节约了运营成本。,本特性对系统无影响。,由于该特性在N4/Sxa/Sxb接口对PFCP协议有流程和信元的私有扩展，因此要求对接的C面网元必须为华为配套设备。,"| 规格名称 | 规格指标 |
| --- | --- |
| 每<br>UDG<br>支持的主机路由规格 | 40万 |
| 每APN/DNN支持绑定的地址池（个数） | 16个 |
| 每本地地址池支持绑定的地址段（个数） | 64个 |",3GPP 29.244; 3GPP 23.501; 3GPP 23.502,20.0.0,true,"| **受益方** | **受益描述** |
| --- | --- |
| 运营商 | 用户面地址分配由于是在网关上进行的，因此在地址管理和运维操作上相对更加便利。- 地址规划上考虑UDG整机地址不冲突。<br>- 在网关上可规划用户地址段生成子段下行路由，避免可能存在的大量零散主机路由发布到骨干网后对网络造成冲击。 |
| 用户 | 用户使用分配的IP地址，可与网络中其他实体正常通信以及被寻址，成功接入PDN/DN网络，享用移动通信网络提供的丰富多样的数据业务和语音业务。 |",yes
UDG:GWFD-010106,GWFD-010106,峰值LICENSE控制,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010100,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U、UPF,config_enable,当License资源出现过载时，系统并不会立即限制用户业务对资源的使用，而是根据连续过载累计次数以及一年内出现连续过载的频率来综合决策对License资源的使用限制，实现对License资源的峰值控制，同时也为用户扩容License资源预留缓冲时间。,License资源过载场景下控制用户对License资源的使用峰值，运营商可根据License过载情况决策是否扩容License资源。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 获得足够的License资源扩容时间。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-010107,GWFD-010107,静态地址用户路由冗余,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010100,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,PGW-U、UPF,config_enable,**背景** 在网络中，终端地址分配方式可以分为静态地址分配和动态地址分配。运营商对于行业用户、M2M（machine-to-machine） 业务的用户 ，地址分配方式一般主推 HLR/ HSS/UDM 静态 签约分配 IP ，或者 RADIUS 分配 IP。 运营商为提升网络可靠性，部署两台 UDG 时，对于静态地址用户，可以选择主机路由方式或路由冗余方式实现 UDG 容灾部署。 随着静态签约用户的大量增加，主机路由方式需要通告大量主机路由，会对骨干网造成冲击 。 **定义** 在网络部署时，同时部署冗余的主备两台 UDG 。当主用 UDG 故障的时候，备用 UDG 可以及时承担业务。主用 UDG 恢复后，通过主备两台 UDG 间建立的GRE Tunnel，完成业务报文在主备 UDG 上的传输，使得在备用 UDG 上激活的静态地址用户能够正常进行业务。,对于静态签约用户 ，在运营商部署了主备 UDG 场景下，需要开通此特性，在主用 UDG 故障时，备用 UDG 可以及时承担起主用的功能，保证静态地址签约用户正常进行业务。,"开启静态地址用户路由冗余特性后，对于 UDG 故障和故障恢复过程中，静态签约用户重新在备用 UDG 上激活，但静态签约用户的下行数据流通过GRE Tunnel转发到备份 UDG 上，系统处理负荷增加，报文转发性能和吞吐量将下降，具体下降程度需要根据话务模型来评估。

华为公司提供容量评估专业服务，请联系华为公司当地机构获取专业服务支持。","- 当用户上行数据流也通过备份GRE Tunnel由备用 UDG 转发到主用 UDG 时，业务重定向功能失效。
- 用户上下行报文必须经过同一组防火墙/外置SA设备，否则可能导致UE/防火墙/外置SA设备处理异常。",本特性无特殊规格。,,20.5.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 减少因故障而产生的大量的主机路由通告，减少工程维护量，并有效避免网络性能下降。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-010108,GWFD-010108,用户面地址自动检测,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010100,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,PGW-U、UPF,config_enable,用户面地址自动检测是 UDG 本地分配IP地址时， UDG 通过向PDN/DN侧服务器发送探测消息检查 UDG 到PDN/DN侧服务器之间的路由是否正常的功能。,运营商在进行业务调测、版本升级、地址扩容或有用户业务访问异常投诉时，需要检查 UDG 到PDN/DN侧服务器之间的路由连通性，可以使用该功能。,本特性对系统无影响。,"- 本特性支持在UDG本地地址池分配UE IP地址的场景下使用。但是当UDG上部署内置NAT功能后，由于PGW-U/UPF无法感知外部服务器IP地址公网私网IP类型，因此有可能出现用户面IP地址探测失败的情况。该情况可以联系华为技术支持工程师处理。
- 本特性不支持在外部地址池（如SMF、RADIUS分配地址或静态地址）分配UE IP地址的场景下使用。
- 本特性不支持NAT地址转换。","| 规格名称 | 规格指标 |
| --- | --- |
| 支持记录的最大探测失败结果个数 | 128个 |
| 每个路由网段的最长探测时间 | 2秒 |",IETF RFC 792; IETF RFC 1035,20.2.0,true,"| **受益方** | **受益描述** |
| --- | --- |
| 运营商 | 该功能可以非常便利地调测<br>UDG<br>到PDN/DN侧服务器之间的路由连通性，可以帮助运营商快速进行业务调测、故障定位，减少业务访问异常引起的用户投诉和故障定位困难带来的运维成本。 |
| 用户 | 用户不感知该特性。 |",yes
UDG:GWFD-010150,GWFD-010150,接入管理,UDG,20.15.2,true,2/3/4G/5G业务基本特性,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-010151,GWFD-010151,接入控制,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010150,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U、UPF,config_enable,接入控制是 UDG 基于用户协商的带宽使用情况，对用户接入网络进行限制。,当在线用户已用带宽过大，超出协商的最大带宽时，可以根据协商的最大带宽和保证带宽进行流控，实现基于用户的带宽控制功能。,本特性对系统无影响。,本特性无应用限制。,"| 规格名称 | 规格指标 |
| --- | --- |
| 整机可支持的最大APN个数 | 10000 |",3GPP TS 23.214; 3GPP TS 29.244; 3GPP TS 33.210,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 方便控制用户的带宽资源，防止用户过度占用带宽。 |
| 用户 | 在线用户业务质量不会由于用户接入数量过大或已用带宽过大而受影响。 |",yes
UDG:GWFD-010154,GWFD-010154,LTE与5G SA网络间互操作,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010150,GGSN(2G&3G)=_; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=_,SGW-U、PGW-U、UPF,protocol_base,本特性支持用户在5G网络和EPS网络间的切换，使得用户可以在5G和4G网络之间切换，保持业务连续性。 - LTE到5G SA网络的切换 5G无线与LTE共存的情况下，UE在LTE网络进行业务，当UE移动到5G无线网络覆盖范围等情况下，eNodeB可能会触发UE切换到5G无线网络，以便为UE提供更好的服务。 - 5G SA到LTE网络的切换 5G无线与LTE共存的情况下，UE在5G无线网络进行业务，当LTE网络的覆盖（信号）优于5G无线网络时，5G (R)AN会触发UE切换到LTE网络。,5G用户在LTE网络和5G网络间进行切换时，为了保障业务连续性，需要开通本特性。,本特性对系统无影响。,"- 本特性不支持无PDU Session的LTE与5G网络间互操作；
- 本特性不支持5G NB-IoT用户的LTE与5G网络间互操作；
- 本特性不支持Non-IP PDN， Etherent /Unstructured PDU Session Type的LTE与5G网络间互操作；
- 本特性不支持无N26接口的LTE与5G网络间互操作。",本特性无特殊规格。,3GPP 23.502,20.0.0,false,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | - 保护LTE运营商的已有投资，充分发挥两个网络的性能，同时提供更丰富的业务体验。<br>- 实现LTE网络到5G网络的平滑演进。 |
| 用户 | 保证用户LTE和5G网络间重选时的业务连续性。 |",yes
UDG:GWFD-010155,GWFD-010155,Untrusted Non-3GPP网络用户接入,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010150,GGSN(2G&3G)=_; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=_; UPF(5G)=_; NB-IoT=_,PGW-U,config_enable,Untrusted Non-3GPP网络用户接入特性使WiFi用户可以通过ePDG接入EPC网络连接PDN并进行各种数据业务。,"Untrusted Non-3GPP网络接入支持非漫游/Home Routed漫游/Local Breakout漫游三种网络架构。
- 非漫游网络架构：用户在HPLMN中接入，通过HPLMN的PGW-U与PDN进行连接。
- Home Routed漫游：用户在VPLMN中接入，通过HPLMN的PGW-U与PDN进行连接。
- Local Breakout漫游：用户在VPLMN中接入，通过VPLMN的PGW-U与PDN进行连接。",Untrusted Non-3GPP网络用户接入时， UDG 只进行简单信元解析和路由转发，对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP TS 23.402; 3GPP TS 29.274; 3GPP TS 23.139,20.5.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 使WiFi用户可以接入EPC网络，实现WiFi接入和LTE接入用户的统一管理，实现Untrusted Non-3GPP与3GPP网络的融合。保证现有WiFi网络建设的投资价值，便于运营商有效地进行网络规划，将现有网络平滑地过渡到统一的分组核心网络。 |
| 用户 | WiFi用户可以享用EPC网络提供的数据业务。 |",yes
UDG:GWFD-010156,GWFD-010156,3GPP网络用户接入,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010150,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=_,PGW-U,config_enable,华为 UDG 支持2/3G网络用户通过3GPP标准定义的 GERAN /UTRAN无线网络接入，并进行各种数据业务。,当用户需要通过GERAN/UTRAN网络接入外部PDN时，需要支持本功能。,2/3G网络用户接入时， UDG 只进行简单信元解析和路由转发，对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP TS 23.401; 3GPP TS 23.214; 3GPP TS 29.244; 3GPP TS 23.060,21.2.RC1,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 最大化使用现有的无线接入网络，保证现有2/3G网络建设的投资价值。便于运营商快速，平滑地构建统一的分组核心网络，降低网络建设及维护成本。 |
| 用户 | 可以享用2/3G数据业务。 |",yes
UDG:GWFD-010170,GWFD-010170,计费方式,UDG,20.15.2,true,2/3/4G/5G业务基本特性,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-010171,GWFD-010171,离线计费,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010170,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=_; NB-IoT=M,SGW-U、PGW-U,config_enable,离线计费是一种非实时的计费方式， UDG 收集移动用户的计费信息（如时长、流量、事件等），上报给UNC，UNC将这些信息格式化为话单，通过Ga接口将话单消息发送到CG（Charging Gateway）。CG完成话单的存储、标准化等预处理工作，并将标准计费数据送到BS（Billing System）作最终处理。,为收集移动用户的计费信息，对用户进行离线计费，可以在 UDG 上启用离线计费功能。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.502; 3GPP 29.244,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | 根据用户使用数据业务的信息，运营商可以对终端用户进行精确收费；也可以为运营商之间的结算或运营商与ISP（Internet Service Provider）之间的结算提供依据。 |
| 用户 | 记录用户使用数据业务的详细情况，便于核查消费情况。 |",yes
UDG:GWFD-010173,GWFD-010173,融合计费,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010170,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U、UPF,config_enable,计费用于运营商统计用户对网络资源的占用情况并收取费用。2/3/4G网络中，计费分为在线计费和离线计费，在线计费通过Gy接口与OCS交互，实现实时计费，离线计费通过Ga接口与CG交互，实现后计费。 5G网络中引入了融合计费，PGW-U/UPF收集移动用户的计费信息（如时长、流量、事件等），上报到PGW-C/SMF。PGW-C/SMF与CHF（Charging Function）间通过统一的Nchf接口和融合计费服务进行实时计费和后计费，从而简化网络，降低消息数量。,网络中部署了CHF时，可以使用本特性。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23501; 3GPP 23502; 3GPP 23503; 3GPP 29512; 3GPP 32240; 3GPP 32255; 3GPP 32290; 3GPP 32291; 3GPP 32298; 3GPP 29244,20.0.0,true,"| 受益方 | 受益描述 |
| --- | --- |
| 运营商 | - 支持服务化的架构和接口，降低接口定义的耦合度，灵活支持不同的业务场景和需求。<br>- 支持在线、离线计费统一接口和控制，简化网络，降低消息数量。 |
| 用户 | 可以选择更为多样化的资费方案。 |",yes
UDG:GWFD-010190,GWFD-010190,移动性管理,UDG,20.15.2,true,2/3/4G/5G业务基本特性,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
UDG:GWFD-010191,GWFD-010191,移动性管理,UDG,20.15.2,false,2/3/4G/5G业务基本特性,GWFD-010190,GGSN(2G&3G)=M; S/PGW-U(4G)=M; S/PGW-U(5G NSA)=M; UPF(5G)=M; NB-IoT=M,SGW-U、PGW-U,config_enable,Intra-RAT移动性管理指用户可以在3GPP网络内部进行切换，而无需中断业务。,本特性是EPC网络架构下的必备基本功能，为用户进行数据接入时使用。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,3GPP 23.401; 3GPP 23.214; 3GPP 29.244,20.0.0,true,"| **受益方** | **受益描述** |
| --- | --- |
| 运营商 | - 为本地切换和漫游切换用户提供平滑的服务。<br>- 兼容多个协议版本，提高网络的灵活性，有利于网络的平滑升级。 |
| 用户 | 当用户在网络覆盖范围内移动时，保证业务的连续性，提供良好的用户体验。 |",yes
UDG:GWFD-010200,GWFD-010200,QoS与流量管理,UDG,20.15.2,true,2/3/4G/5G业务基本特性,,GGSN(2G&3G)=目录,,,,,,,,,,,,no_docs
