product,feature_id,category,feature_dir,doc_name,has_task_example,has_operation_steps,has_operation_flow,doc_path
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/复杂流分类配置（VNRS_VNFC）,删除VPN组（VNRS_VNFC）_13119483,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\复杂流分类配置（VNRS_VNFC）\删除VPN组（VNRS_VNFC）_13119483.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/复杂流分类配置（VNRS_VNFC）,去激活QoS复杂流分类功能（VNRS_VNFC）_13119481,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\复杂流分类配置（VNRS_VNFC）\去激活QoS复杂流分类功能（VNRS_VNFC）_13119481.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/复杂流分类配置（VNRS_VNFC）,激活QoS复杂流分类功能（VNRS_VNFC）_13119479,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\复杂流分类配置（VNRS_VNFC）\激活QoS复杂流分类功能（VNRS_VNFC）_13119479.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/复杂流分类配置（VNRS_VNFC）,调测QoS复杂流分类功能（VNRS_VNFC）_13119480,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\复杂流分类配置（VNRS_VNFC）\调测QoS复杂流分类功能（VNRS_VNFC）_13119480.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/简单流分类配置（VNRS_VNFC）,去激活DSCP到VLAN优先级的映射（VNRS_VNFC）_13119477,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\简单流分类配置（VNRS_VNFC）\去激活DSCP到VLAN优先级的映射（VNRS_VNFC）_13119477.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/简单流分类配置（VNRS_VNFC）,去激活QoS简单流分类（VNRS_VNFC）_13119474,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\简单流分类配置（VNRS_VNFC）\去激活QoS简单流分类（VNRS_VNFC）_13119474.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/简单流分类配置（VNRS_VNFC）,激活DSCP到VLAN优先级的映射（VNRS_VNFC）_13119475,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\简单流分类配置（VNRS_VNFC）\激活DSCP到VLAN优先级的映射（VNRS_VNFC）_13119475.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012001 QoS/特性配置/简单流分类配置（VNRS_VNFC）,激活QoS简单流分类特性（VNRS_VNFC）_13119472,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012001 QoS\特性配置\简单流分类配置（VNRS_VNFC）\激活QoS简单流分类特性（VNRS_VNFC）_13119472.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012002 ACL/特性配置,去激活支持ACL6_06381765,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012002 ACL\特性配置\去激活支持ACL6_06381765.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012002 ACL/特性配置,去激活支持ACL_06381762,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012002 ACL\特性配置\去激活支持ACL_06381762.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012002 ACL/特性配置,激活支持ACL6_06381763,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012002 ACL\特性配置\激活支持ACL6_06381763.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012002 ACL/特性配置,激活支持ACL_06381760,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012002 ACL\特性配置\激活支持ACL_06381760.md
UDG,IPFD-012000,IP基本特性,IPFD-012000 IP可靠性/IPFD-012002 ACL/特性配置,调测ACL6_06381764,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-012000 IP可靠性\IPFD-012002 ACL\特性配置\调测ACL6_06381764.md
UDG,IPFD-015000,IP基本特性,IPFD-015000 VPN功能/IPFD-015002 GRE/特性配置,去激活支持GRE_06422612,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015000 VPN功能\IPFD-015002 GRE\特性配置\去激活支持GRE_06422612.md
UDG,IPFD-015000,IP基本特性,IPFD-015000 VPN功能/IPFD-015002 GRE/特性配置,激活支持GRE_06422610,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015000 VPN功能\IPFD-015002 GRE\特性配置\激活支持GRE_06422610.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,上传IPsec证书_01_10001,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\上传IPsec证书_01_10001.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,上传国密IPsec证书_53966806,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\上传国密IPsec证书_53966806.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（GRE over IPsec）_01_10006,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（GRE over IPsec）_01_10006.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（IPv4 IPsec主备隧道）_01_10004,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（IPv4 IPsec主备隧道）_01_10004.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（IPv6 IPsec隧道主备方式）_01_10005,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（IPv6 IPsec隧道主备方式）_01_10005.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（OSPF over IPsec）_01_10007,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（OSPF over IPsec）_01_10007.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（多Sequence的IPsec策略）_01_10008,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（多Sequence的IPsec策略）_01_10008.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（指定本端接口建立IPsec隧道）_01_10009,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（指定本端接口建立IPsec隧道）_01_10009.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（普通IPv4 IPsec隧道）_01_10002,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（普通IPv4 IPsec隧道）_01_10002.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活IPsec功能（普通IPv6 IPsec隧道）_01_10003,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活IPsec功能（普通IPv6 IPsec隧道）_01_10003.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活国密IPsec支持IKEv1功能（GRE over IPsec）_53928160,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活国密IPsec支持IKEv1功能（GRE over IPsec）_53928160.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活国密IPsec支持IKEv1功能（多Sequence的IPsec策略）_03408185,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活国密IPsec支持IKEv1功能（多Sequence的IPsec策略）_03408185.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活国密IPsec支持IKEv1功能（指定本端接口建立IPsec隧道）_03567841,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活国密IPsec支持IKEv1功能（指定本端接口建立IPsec隧道）_03567841.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活国密IPsec支持IKEv1功能（普通IPv4 IPsec隧道）_03728909,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活国密IPsec支持IKEv1功能（普通IPv4 IPsec隧道）_03728909.md
UDG,IPFD-015004,IP基本特性,IPFD-015004 IPSec功能/特性配置,激活国密IPsec支持IKEv1功能（普通IPv6 IPsec隧道）_53768408,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\IP基本特性\IPFD-015004 IPSec功能\特性配置\激活国密IPsec支持IKEv1功能（普通IPv6 IPsec隧道）_53768408.md
UDG,GWFD-010201,QoS功能,GWFD-010201 QoS与流量管理,配置QoS与流量管理_03345155,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\QoS功能\GWFD-010201 QoS与流量管理\配置QoS与流量管理_03345155.md
UDG,GWFD-020101,QoS功能,GWFD-020101 支持Reflective QoS,激活支持Reflective QoS_92462813,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\QoS功能\GWFD-020101 支持Reflective QoS\激活支持Reflective QoS_92462813.md
UDG,GWFD-020381,QoS功能,GWFD-020381 会话类QoS保证,激活会话类QoS保证（PGW-U）_70910228,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\QoS功能\GWFD-020381 会话类QoS保证\激活会话类QoS保证（PGW-U）_70910228.md
UDG,GWFD-110941,QoS功能,GWFD-110941 基于基站粒度的IPSQM,激活基于基站粒度的IPSQM_77772003,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\QoS功能\GWFD-110941 基于基站粒度的IPSQM\激活基于基站粒度的IPSQM_77772003.md
UDG,GWFD-110661,Redcap终端节能管理,GWFD-110661 5G eDRX模式,激活5G eDRX模式_58609938,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\Redcap终端节能管理\GWFD-110661 5G eDRX模式\激活5G eDRX模式_58609938.md
UDG,,Service Fabric特性（虚机）,Service Fabric可靠性/SFFD-010008 通信亚健康自愈,Fabric平面亚健康检测_39758158,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\Service Fabric特性（虚机）\Service Fabric可靠性\SFFD-010008 通信亚健康自愈\Fabric平面亚健康检测_39758158.md
UDG,,Service Fabric特性（虚机）,Service Fabric可靠性/SFFD-010008 通信亚健康自愈,Pod间Base平面亚健康检测_39621508,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\Service Fabric特性（虚机）\Service Fabric可靠性\SFFD-010008 通信亚健康自愈\Pod间Base平面亚健康检测_39621508.md
UDG,,Service Fabric特性（虚机）,Service Fabric可靠性/SFFD-010030 分布式集群防脑裂,激活业务节点故障状态管理增强功能_55826271,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\Service Fabric特性（虚机）\Service Fabric可靠性\SFFD-010030 分布式集群防脑裂\激活业务节点故障状态管理增强功能_55826271.md
UDG,GWFD-020305,业务感知功能,GWFD-020305 终端异常下行流量检测,激活终端异常下行流量检测_02455576,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-020305 终端异常下行流量检测\激活终端异常下行流量检测_02455576.md
UDG,GWFD-110201,业务感知功能,GWFD-110201 HTTP2.0 Host识别,激活HTTP2.0 Host识别_24082592,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110201 HTTP2.0 Host识别\激活HTTP2.0 Host识别_24082592.md
UDG,GWFD-110202,业务感知功能,GWFD-110202 HTTP2.0协议回落,激活HTTP2.0协议回落_65157762,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110202 HTTP2.0协议回落\激活HTTP2.0协议回落_65157762.md
UDG,GWFD-110203,业务感知功能,GWFD-110203 HTTPS业务地址识别,配置HTTPS业务地址识别_24082599,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110203 HTTPS业务地址识别\配置HTTPS业务地址识别_24082599.md
UDG,GWFD-110251,业务感知功能,GWFD-110251 HTTP3.0 Host识别,激活HTTP3.0 Host识别_56786521,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110251 HTTP3.0 Host识别\激活HTTP3.0 Host识别_56786521.md
UDG,GWFD-110252,业务感知功能,GWFD-110252 HTTP3.0 Host分析,激活HTTP3.0 Host分析_07698710,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110252 HTTP3.0 Host分析\激活HTTP3.0 Host分析_07698710.md
UDG,GWFD-110321,业务感知功能,GWFD-110321 支持内置百万级业务规则库,激活支持OTT业务规则库功能_05455409,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110321 支持内置百万级业务规则库\激活支持OTT业务规则库功能_05455409.md
UDG,GWFD-110471,业务感知功能,GWFD-110471 URL过滤基本功能/激活URL过滤基本功能,配置URL过滤_47348205,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110471 URL过滤基本功能\激活URL过滤基本功能\配置URL过滤_47348205.md
UDG,GWFD-110471,业务感知功能,GWFD-110471 URL过滤基本功能/激活URL过滤基本功能,配置到ICAP Server的互通数据_75400117,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\业务感知功能\GWFD-110471 URL过滤基本功能\激活URL过滤基本功能\配置到ICAP Server的互通数据_75400117.md
UDG,GWFD-020154,分布式网络功能,GWFD-020154 用户面负载信息上报,激活用户面负载信息上报_88713326,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\分布式网络功能\GWFD-020154 用户面负载信息上报\激活用户面负载信息上报_88713326.md
UDG,GWFD-020161,分布式网络功能,GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/激活CU Full Mesh组网（适用于SMF）,激活CU Full Mesh组网（SMF）_05448882,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\分布式网络功能\GWFD-020161 CU Full Mesh组网\SMF&UPF容灾方案\新建部署\激活CU Full Mesh组网（适用于SMF）\激活CU Full Mesh组网（SMF）_05448882.md
UDG,GWFD-020161,分布式网络功能,GWFD-020161 CU Full Mesh组网/SMF&UPF容灾方案/新建部署/激活CU Full Mesh组网（适用于UPF）,激活CU Full Mesh组网（UPF）_51809001,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\分布式网络功能\GWFD-020161 CU Full Mesh组网\SMF&UPF容灾方案\新建部署\激活CU Full Mesh组网（适用于UPF）\激活CU Full Mesh组网（UPF）_51809001.md
UDG,GWFD-010251,可靠性功能,GWFD-010251 系统过载控制,配置系统过载特性_05341700,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\可靠性功能\GWFD-010251 系统过载控制\配置系统过载特性_05341700.md
UDG,GWFD-020162,可靠性功能,GWFD-020162 用户面会话过载控制,配置用户面会话过载控制_43675114,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\可靠性功能\GWFD-020162 用户面会话过载控制\配置用户面会话过载控制_43675114.md
UDG,GWFD-010102,基本接入功能,GWFD-010102 路径管理,修改Echo消息的重发数据_24082059,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010102 路径管理\修改Echo消息的重发数据_24082059.md
UDG,GWFD-010102,基本接入功能,GWFD-010102 路径管理,配置GTP_PFCP路径管理参数_24082055,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010102 路径管理\配置GTP_PFCP路径管理参数_24082055.md
UDG,GWFD-010102,基本接入功能,GWFD-010102 路径管理,配置GTP路径管理黑白名单_24082056,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010102 路径管理\配置GTP路径管理黑白名单_24082056.md
UDG,GWFD-010104,基本接入功能,GWFD-010104 地址分配方式,激活地址分配方式_71653959,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010104 地址分配方式\激活地址分配方式_71653959.md
UDG,GWFD-010107,基本接入功能,GWFD-010107 静态地址用户路由冗余,激活静态地址用户路由冗余_19612403,True,True,True,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010107 静态地址用户路由冗余\激活静态地址用户路由冗余_19612403.md
UDG,GWFD-010108,基本接入功能,GWFD-010108 用户面地址自动检测,激活用户面地址自动检测_04636908,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010108 用户面地址自动检测\激活用户面地址自动检测_04636908.md
UDG,GWFD-010151,基本接入功能,GWFD-010151 接入控制,激活接入控制_69675201,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010151 接入控制\激活接入控制_69675201.md
UDG,GWFD-110910,基本接入功能,GWFD-110910 支持Routing Behind MS,激活支持Routing Behind MS_74264904,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-110910 支持Routing Behind MS\激活支持Routing Behind MS_74264904.md
UDG,GWFD-010105,基本接入功能,GWFD-010105 用户面地址分配/激活用户面地址分配,基于APN_DNN分配地址_72547232,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010105 用户面地址分配\激活用户面地址分配\基于APN_DNN分配地址_72547232.md
UDG,GWFD-010105,基本接入功能,GWFD-010105 用户面地址分配/激活用户面地址分配,基于RADIUS下发地址池名称分配地址_13796101,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010105 用户面地址分配\激活用户面地址分配\基于RADIUS下发地址池名称分配地址_13796101.md
UDG,GWFD-010105,基本接入功能,GWFD-010105 用户面地址分配/激活用户面地址分配,基于SMF+APN_DNN分配地址_87787640,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010105 用户面地址分配\激活用户面地址分配\基于SMF+APN_DNN分配地址_87787640.md
UDG,GWFD-010105,基本接入功能,GWFD-010105 用户面地址分配/激活用户面地址分配,基于SMF分配地址_87605805,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010105 用户面地址分配\激活用户面地址分配\基于SMF分配地址_87605805.md
UDG,GWFD-010155,基本接入功能,GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能,配置PGW-U到Untrusted Non-3GPP GW的数据（OSPFv3动态路由+IPv6 BF_4baebda6_72490128,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010155 Untrusted Non-3GPP网络用户接入\激活Untrusted Non-3GPP网络用户接入功能\配置PGW-U到Untrusted Non-3GPP GW的数据（OSPFv3动态路由+IPv6 BF_4baebda6_72490128.md
UDG,GWFD-010155,基本接入功能,GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能,配置PGW-U到Untrusted Non-3GPP GW的数据（VPN+OSPF动态路由组网）（虚机容器）_72489252,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010155 Untrusted Non-3GPP网络用户接入\激活Untrusted Non-3GPP网络用户接入功能\配置PGW-U到Untrusted Non-3GPP GW的数据（VPN+OSPF动态路由组网）（虚机容器）_72489252.md
UDG,GWFD-010155,基本接入功能,GWFD-010155 Untrusted Non-3GPP网络用户接入/激活Untrusted Non-3GPP网络用户接入功能,配置PGW-U到Untrusted Non-3GPP GW的数据（VPN缺省路由组网）_72489253,True,True,False,output\UDG_Product_Documentation_CH_20.15.2\特性部署\特性指南\UDG特性指南\基本接入功能\GWFD-010155 Untrusted Non-3GPP网络用户接入\激活Untrusted Non-3GPP网络用户接入功能\配置PGW-U到Untrusted Non-3GPP GW的数据（VPN缺省路由组网）_72489253.md
