id,feature_id,feature_name,product_type,product_version,is_directory,section,parent_feature_id,nf_support_map,applicable_nf,feature_type,definition,application_scenario,system_impact,restrictions,spec,standards,first_release_version,config_required,customer_value,has_overview
UNC:IPFD-014001,IPFD-014001,支持OSPF,UNC,20.15.2,false,IP基本特性,IPFD-014000,,,config_enable,开放最短路径优先OSPF（Open Shortest Path First）是IETF组织开发的一个基于链路状态的内部网关协议。适用于规模较大，组网环境比较复杂的网络。 OSPF包括OSPFv2（OSPF Version 2）和OSPFv3（OSPF Version 3）两个相互独立的协议版本。OSPFv2应用于IPv4网络，是基于子网运行的路由协议。OSPFv3主要应用于IPv6网络，是基于链路运行的路由协议。,运营商新建的或现有网络属于拓扑结构复杂具有一定数量三层设备的规模较大的网络时，可以采用OSPF动态路由实现不同网元的网络层互通，以便各个网元能够自动适应网络拓扑的变化。,运行OSPF会占用一定的系统资源，比如OSPF计算LSA会消耗一定的CPU资源，OSPF存储路由会消耗一定的内存资源。,本特性无应用限制。,"| 规格名称 | 规格指标 |
| --- | --- |
| 最大邻居数（个） | 1024（OSPFv2+OSPFv3） |
| 最大区域数（个） | 5/进程 |",RFC 2328; RFC 2370; RFC 3101; RFC 3137; RFC 3623; RFC 5187; RFC 5340; RFC 5643,20.0.0,true,运营商 提高组网灵活性，方便维护。 用户 用户不感知该特性。,yes
UNC:IPFD-014002,IPFD-014002,支持BGP,UNC,20.15.2,false,IP基本特性,IPFD-014000,,,config_enable,BGP（Border Gateway Protocol）是一种用于自治系统AS（Autonomous System）之间的动态路由协议。BGP是一种距离矢量（Distance-Vector）路由协议。 BGP是一种外部网关协议（EGP），与OSPF等内部网关协议（IGP）不同，其着眼点不在于发现和计算路由，而是在AS之间选择最佳路由和控制路由的传播。 BGP协议具有如下特点： - BGP使用TCP作为其传输层协议（侦听端口号为179），提高了协议的可靠性。 - BGP进行域间的路由选择，对协议的稳定性要求非常高。因此用TCP协议的高可靠性来保证BGP协议的稳定性。 - BGP的对等体之间必须在逻辑上连通，并进行TCP连接。目的端口号为179，本地端口号任意。 - BGP支持无类别域间路由CIDR（Classless Inter-Domain Routing）。 - 路由更新时，BGP只发送更新的路由，很大程度上减少了BGP传播路由所占用的带宽，适用于在Internet上传播大量的路由信息。 - BGP从设计上避免了环路的发生。 - AS之间：BGP通过携带AS路径信息来标记途经的AS，带有本地AS号的路由将被丢弃，从而避免了域间产生环路。 - AS内部：BGP在AS内学到的路由不再通告给AS内的BGP邻居，避免了AS内产生环路。 - BGP提供了丰富的路由策略，能够对路由实现灵活的过滤和选择。 - BGP提供了防止路由振荡的机制，有效提高了Internet网络的稳定性。 - BGP易于扩展，能够适应网络新的发展。,"BGP用于在AS之间传递路由信息，并不是所有情况都需要运行BGP。
**图1** BGP的应用场景
<br>
![](IPFD-014002 支持BGP特性概述_61317186.assets/zh-cn_image_0000001626424409.png)
以下情况中需要使用BGP协议：
- 如 [图1](#ZH-CN_CONCEPT_0161317186__fig_dc_fenix_feature_bgp_000101) ，用户需要同时与两个或者多个ISP相连，ISP需要向用户提供部分或完全的Internet路由。这时可以通过BGP路由携带的各种属性来决定到达目的地，走哪一个ISP的AS更为经济。
- 不同组织下的用户之间需要传递AS路径信息。
以下情况不需要使用BGP协议：
- 用户只与一个ISP相连。
- ISP不需要向用户提供Internet路由。
- AS间使用了缺省路由进行连接。",运行BGP会占用一定的系统资源，比如BGP选路会消耗一定的CPU资源，BGP存储路由会消耗一定的内存资源。,本特性无应用限制。,"| 规格名称 | 规格指标 |
| --- | --- |
| 最大AS数（个） | 2000 |
| 最大路由数（个） | IPv4：600000IPv6：300000 |
| 最大邻居数（个） | 4000 |","RFC 827 Exterior Gateway Protocol (EGP); RFC 1213 Management Information Base for Network Management of TCP/IP-based internets: MIB-II; RFC 1397 Default Route Advertisement in BGP2 and BGP3 Version of the Border Gateway Protocol; RFC 1403 BGP OSPF Interaction; RFC 1519 Classless Inter-Domain Routing (CIDR): an Address Assignment and Aggregation Strategy; RFC 1654 A Border Gateway Protocol 4 (BGP-4); RFC 1655 Application of the Border Gateway Protocol in the Internet; RFC 1656 BGP-4 Protocol Document Roadmap and Implementation Experience; RFC 1657 basic BGP4 MIB; RFC 1771 A Border Gateway Protocol 4 (BGP-4); RFC 1772 BGP basic functions support; RFC 1773 obsoletes RFC 1656; RFC 1774 BGP-4 Protocol Analysis; RFC 1930 Guidelines for creation, selection, and registration of an Autonomous System (AS); RFC 1965 Autonomous System Confederations for BGP; RFC 1966 BGP Route-Reflection; RFC 1997 BGP Communities Attribute; RFC 1998 An Application of the BGP Community Attribute; RFC 2270 Using a Dedicated AS for Sites Homed to a Single Provider; RFC 2283 Multiprotocol Extensions for BGP-4; RFC 2439 BGP Route Flap Damping; RFC 2519 A Framework for Inter-Domain Route Aggregation; RFC 2545 BGP suppor IPV6; RFC 2796 BGP Route Reflection; RFC 2842 Capabilities Advertisement with BGP-4; RFC 2858 Multiprotocol Extensions for BGP-4; RFC 2918 Route Refresh Capability for BGP-4; RFC 3065 Autonomous System Confederations for BGP; RFC 3232 Assigned Numbers: RFC 1700 is Replaced by an On-line Database; RFC 3392 Capabilities Advertisement with BGP-4; RFC 3682 The Generalized TTL Security Mechanism (GTSM); RFC 4271 A Border Gateway Protocol 4 (BGP-4); RFC 4272 BGP Security Vulnerabilities Analysis; RFC 4273 Definitions of Managed Objects for the Fourth Version of Border Gateway; RFC 4274 BGP-4 Protocol Analysis; RFC 4276 BGP 4 Implementation Report; RFC 4277 Experience with the BGP-4 Protocol; RFC 4360 BGP Extended Communities Attribute; RFC 4456 BGP Route Reflection; RFC 4486 Subcodes for BGP Cease Notification Message; RFC 4632 Classless Inter-domain Routing (CIDR): The Internet Address Assignment and Aggregation Plan; RFC 4724 Graceful Restart Mechanism for BGP; RFC 4760 Multiprotocol Extensions for BGP-4; RFC 4893 BGP Support for Four-octet AS Number Space; RFC 5004 Avoid BGP Best Path Transitions from One External to Another; RFC 5065 Autonomous System Confederations for BGP; RFC 5291 Outbound Route Filtering Capability for BGP-4; RFC 5292 Address-Prefix-Based Outbound Route Filter for BGP-4; RFC 5396 Textual Representation of Autonomous System (AS) Numbers; RFC 5398 Autonomous System (AS) Number Reservation for Documentation Use; RFC 5492 Capabilities Advertisement with BGP-4; draft-chen-bgp-prefix-orf-01 Support ORF Based on Prefix; draft-ietf-idr-as4bytes-13 BGP Support for Four-octet AS Number Space; draft-ietf-idr-bgp-ext-communities-05 Extended Community Attribute; draft-ietf-idr-as-pathlimit-03 The AS_PATHLIMIT Path Attribute; draft-ietf-idr-aspath-orf-09 Aspath Based Outbound Route Filter for BGP-4; Draft-marques-l3vpn-ibgp-01 Internal BGP as PE-CE protocol draft-marques-l3vpn-ibgp-01; draft-ramachandra-bgp-ext-communities-04 Address Prefix Based Outbound Route Filter for BGP-4; draft-rijsman-bfd-down-subcode-00 BFD Down Subcode for BGP Cease Notification Message; draft-kato-bgp-ipv6-link-local-00 BGP4+ Peering Using IPv6 Link-local Address; draft-ietf-idr-cap-neg-01 Capabilities Negotiation with BGP4; draft-ietf-idr-bgp-prefix-orf-04 Address Prefix Based Outbound Route Filter for BGP-4; draft-ietf-idr-rfc3065bis-06 Autonomous System Confederations for BGP",20.0.0,true,运营商 提供AS间连接的路由协议，方便维护。 用户 用户不感知该特性。,yes
UNC:IPFD-014003,IPFD-014003,静态路由,UNC,20.15.2,false,IP基本特性,IPFD-014000,,,,,,,,,,,,,no_docs
UNC:IPFD-014004,IPFD-014004,直连路由,UNC,20.15.2,false,IP基本特性,IPFD-014000,,,,,,,,,,,,,no_docs
UNC:IPFD-014005,IPFD-014005,路由策略,UNC,20.15.2,false,IP基本特性,IPFD-014000,,,,,,,,,,,,,no_docs
UNC:IPFD-014006,IPFD-014006,IP策略路由,UNC,20.15.2,false,IP基本特性,IPFD-014000,,,,,,,,,,,,,no_docs
UNC:IPFD-015000,IPFD-015000,VPN 功能,UNC,20.15.2,true,IP基本特性,,,,,,,,,,,,,,no_docs
UNC:IPFD-015001,IPFD-015001,VRF功能,UNC,20.15.2,false,IP基本特性,IPFD-015000,,,config_enable,虚拟路由转发表VRF（Virtual Routing and Forwarding）应用于三层VPN（Virtual Private Network）。它可以把一台设备在逻辑上划分为多台虚拟的设备，每台虚拟的设备就像单独的一台设备一样工作，有自己独立的路由表和数据转发的接口，从而实现路由隔离的目的。,"VRF可以把一台设备在逻辑上划分为多台虚拟的设备，每台虚拟的设备就象单独的一台设备一样工作，有自己独立的路由表和数据转发的接口，不受其他VPN路由表的影响，可以实现业务流量的隔离。
- 组网应用
通过将物理接口、逻辑接口、路由绑定VRF，可以实现信令面、用户面、OM数据的流量隔离，也可解决IP地址不足的问题。
- 业务应用
通过将APN绑定VRF，实现不同APN用户的地址、路由隔离和流量逻辑上的隔离。通过流量隔离与网络划分，属于不同VPN的APN资源不被网络中其他VPN或非该VPN用户所使用，确保VPN内部信息不受外部侵扰。
- 资源应用
通过将地址池绑定VRF，可以实现用户地址资源的重复使用。",本特性对系统无影响。,组网规划必须保证业务IP地址、通过该业务IP地址发送和接收报文的接口在同一个VRF中，否则会导致业务报文丢弃。,本特性无特殊规格。,RFC 2764,20.0.0,true,运营商 - 可以为不同的VPN配置缺省路由，达到简化路由配置的目的。<br>- 不同VPN间的业务数据被隔离，增加了数据传递的安全性。<br>- 在不同VPN实例下的接口使用相同的IP地址，节省IP地址。 用户 用户不感知该特性。,yes
UNC:IPFD-015002,IPFD-015002,GRE,UNC,20.15.2,false,IP基本特性,IPFD-015000,,,config_enable,GRE（Generic Routing Encapsulation）是通用路由封装协议，可以对某些网络层协议的数据报文进行封装，使这些被封装的数据报文能够在IPv4网络中传输。 GRE提供了将一种协议的报文封装在另一种协议报文中的机制，使报文能够在异种网路中传输，而异种报文传输的通道称为Tunnel。,"骨干网中一般采用单一网络协议（例如IPv4）进行数据报文传输，但是不同的非骨干网上可能会使用不同网络协议（例如：IP、IPX等）进行数据报文传输。由于骨干网与非骨干网使用的协议不同，这样将导致非骨干网之间无法通过骨干网传输数据报文。GRE协议通过实现一种协议封装另一种协议来解决这个问题。
如 [图1](#ZH-CN_CONCEPT_0161317365__fig_dc_fenix_feature_gre_000101) 所示，group1和group2是运行Novell IPX的非骨干网，中间的骨干网使用的是IPv4网络。为了实现group1和group2通过骨干网传输数据，可以在 Device A和 Device B之间采用GRE协议建立隧道，当数据报文从group1发送至 Device A后，将会被封装在一个GRE数据包中，所得的GRE数据包可以封装在IPv4协议中，然后被转发。
**图1** GRE组网图
<br>
![](IPFD-015002 GRE特性概述_61317365.assets/zh-cn_image_0161317275.png)
GRE功能可以在如下场景中使用：
- 扩大跳数受限的网络工作范围。
在 [图2](#ZH-CN_CONCEPT_0161317365__fig_dc_fenix_feature_gre_000102) 中，网络运行IP协议，假设IP协议限制跳数为255。如果两台PC之间的跳数超过255，它们将无法通信。在网络中使用GRE隧道可以跨越一部分步跳，从而扩大网络的工作范围。
**图2** 扩大网络工作范围
<br>
![](IPFD-015002 GRE特性概述_61317365.assets/zh-cn_image_0161317270.png)
- 将不连续的子网连接起来，用于组建VPN
使用GRE隧道可以将不连续的子网连接起来，实现跨越广域网的VPN。",本特性对系统无影响。,"- GRE隧道可以嵌套其他GRE隧道，但最多支持两层嵌套，超过两层嵌套的GRE隧道的状态会变为Down。例如GRE隧道三层嵌套时，第三层GRE隧道的状态会变为Down。因此不要进行大于两层的GRE隧道嵌套。
- GRE隧道的源地址不能和IPSec隧道的源地址相同。","| 规格名称 | 规格指标 |
| --- | --- |
| 整个系统最大支持配置GRE Tunnel接口数量（个） | 4k |",RFC 1701; RFC 1702; RFC 2784,20.0.0,true,运营商 GRE对设备的性能的要求较低，可以在设备间建立隧道。 终端用户 用户不感知该特性。,yes
UNC:IPFD-016000,IPFD-016000,IPSec功能,UNC,20.15.2,false,IP基本特性,IPFD-015000,,,config_enable,IPsec（Internet Protocol Security）是由IETF（Internet Engineering Task Force）制定的一个开放的IP层安全框架协议，包含一系列为IP网络提供完整安全性的协议和服务。IPsec使能通信双方在IP层执行数据加密、数据完整性保护，保证端对端通信数据的私密性、完整性、真实性和防重放攻击。,在公共网络中，协议报文在传输过程中面临着被篡改、窃取和重复发送的风险。为了保证端对端通信数据的私密性、完整性、真实性和防重放攻击，可以开启此特性。,该特性对用户报文会进行封装处理，对性能有一定影响，详细性能影响请联系华为技术支持获取。,"IPSEC目前不支持场景列举如下：

- GREv6 over IPSecv6
- OSPFv3 over IPSecv6
- IPSecv6地址借用
- IPV4报文入IPSecv6隧道
- IPV6报文入IPSecv4隧道",本特性无特殊规格。,RFC 2401 ; RFC 2402 ; RFC 2406 ; RFC 2403 ; RFC 4868 ; RFC 4305 ; RFC 4314 ,20.5.0,true,运营商 IPsec保护用户数据的私密性、完整性和真实性，同时防御重放攻击、中间人攻击等，提升业务安全性。 用户 用户不感知该特性。,yes
UNC:IPFD-017000,IPFD-017000,SNMP,UNC,20.15.2,false,IP基本特性,IPFD-015000,,,config_enable,SNMP（Simple Network Management Protocol）是广泛用于UDP网络的网络管理标准协议，SNMP提供了一种网管管理网元的方法。,应用于系统与网管间的机机交互。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.1.0,true,运营商 系统与网管间提供了一种安全的管理网元的方法。 用户 用户不感知该特性。,yes
UNC:NPFD-010000,NPFD-010000,操作维护功能,UNC,20.15.2,true,网管特性,,,,,,,,,,,,,,no_docs
UNC:NPFD-010001,NPFD-010001,性能管理,UNC,20.15.2,false,网管特性,NPFD-010000,,UNC,config_enable,性能管理（Performance Management）是在 OM Portal 提供的监测设备性能的能力，用于运营商评估电信设备的网络性能和网络单元的有效性，以监测和优化网络性能。主要包括： - 日常监测网络运行和业务质量 - 及时发现网络堵塞或中断情况 - 全面的进行故障排除 - 进行容量规划和有效地分配网络资源 - 优化网络性能指标,"- 日常维护
运营商可以通过网元的部分测量指标来定位故障。
- 性能监控
运营商可以通过监控网络性能及时发现网络负荷瓶颈、改善服务质量（QoS）和发挥设备潜力。
- 网络优化
为运营商提供网络规划及网络升级的数据基础。",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.1.0,true,运营商 有助于了解当前网络运行的基本情况和性能状态，预防网络事故发生，预测网络运行状态，合理规划运营网络。 用户 用户不感知该特性。,yes
UNC:NPFD-010002,NPFD-010002,软件管理,UNC,20.15.2,false,网管特性,NPFD-010000,,UNC,config_enable,软件管理是对系统软件的管理，包括： - 安装软件。 - 软件版本升级或回退。 - 补丁操作。,作为系统的基本特性，软件安装、软件升级、软件回退、补丁操作等都属于软件管理。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.1.0,true,运营商 - 软件管理使软件的升级自动化，省去不必要的手动操作，极大地降低了软件升级的成本和风险。<br>- 通过系统软件升级可以实现设备原有性能的优化、新特性的增加以及解决当前运行版本的问题。<br>- 通过安装补丁可以在不升级系统文件的情况下，解决系统软件的缺陷。 用户 用户不感知该特性。,yes
UNC:NPFD-010003,NPFD-010003,故障管理,UNC,20.15.2,false,网管特性,NPFD-010000,,UNC,config_enable,故障管理功能主要对设备和网络的异常运行情况进行实时监视，完成对故障信息和设备运行情况的监视、报告和存储。而且通过告警的显示可以使用户能尽快采取相应措施，对故障进行隔离和校正，恢复受影响的业务。,系统运行过程中，系统运行相关问题会及时上报告警。,如果告警频繁上报，告警数量过多的情况下会占用大量的系统资源，降低系统性能。,本特性无应用限制。,本特性无特殊规格。,,20.1.0,true,运营商 - 利用设备活动告警列表、系统内部的可靠性保证机制，确保告警及时、可靠地呈现给用户，以支持快速、准确的故障定位和诊断。<br>- 支持告警相关性分析、告警屏蔽、告警抑制、告警持续性分析功能，呈现给用户最直观有效的故障告警信息。<br>- 降低故障管理系统的负荷。<br>- 支持高效的故障定位和诊断。 用户 用户不感知该特性。,yes
UNC:NPFD-010004,NPFD-010004,设备管理,UNC,20.15.2,false,网管特性,NPFD-010000,,,config_enable,设备管理功能是指通过对Pod、容器等资源的监控和管理，从而实现设备管理功能。,该特性用于对Pod、容器进行监控和管理。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.0.0,true,运营商 通过设备管理功能可以实现对设备的维护和管理。 用户 无。,yes
UNC:NPFD-010005,NPFD-010005,配置管理,UNC,20.15.2,false,网管特性,NPFD-010000,,UNC,config_enable,配置管理是指设备提供的用于管理配置和配置文件的一项功能。用户可以使用命令行对设备下发配置，也可以使用命令行对配置文件进行批处理操作。,配置管理主要用于对设备的配置和配置文件进行统一的管理、监控和维护。,本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.1.0,true,运营商 对配置和配置文件进行管理，给运营商带来了明显的好处：- 提高配置效率，对业务进行批量部署。<br>- 提高配置的可靠性，恢复用户错误的配置。<br>- 提高配置的安全性，将用户配置对业务的异常影响降到最低。 用户 用户不感知该特性。,yes
UNC:NPFD-010006,NPFD-010006,安全管理,UNC,20.15.2,false,网管特性,NPFD-010000,,UNC,config_enable,安全管理包括如下方面： - 用户管理安全：通过对操作员及操作员权限的控制，保证经过授权的操作员在授权范围内对设备进行操作。主要包括增加/修改/删除用户、用户的登录/退出、设置用户的权限。 - Web应用安全：随着互联网技术的迅速发展，基于Web的互联网应用越来越广泛，Web应用也引起了黑客的强烈关注，Web应用安全也越来越受到重视。为了防止系统重要信息被截取或被破解，系统采用了Web应用安全策略。 - 日志安全：日志记录用户行为和系统运行情况，日志信息对于发现入侵行为、恢复系统、统计系统资源使用状况、审计操作内容和对操作过程提供电子物证等都有着极其重要的作用。 - 证书安全：数字证书也称身份证书，用于保证UNC内的各服务间，以及UNC与外部通信的安全性，防止通信数据在传输过程被篡改造成安全风险，提升系统的安全性。 - 密钥安全：应用使用密钥保护业务敏感数据及隐私数据安全，如对接账号、外部证书私钥口令、跟踪数据等等。 - 安全配置：提供安全特性/功能的状态设置能力保证系统的基本安全。,"安全管理功能的应用场景主要有以下几种：
- 设置密码策略
管理员自由配置密码策略，以达到OM操作维护安全管理。
- 增加用户
- 删除用户
- 手工解锁用户帐号
本地用户连续输入错误密码达到允许的最大次数（默认初始值是5），而导致用户帐号在登录时被锁定，可以手工解锁用户帐号。
- 管理证书
- 更新密钥",本特性对系统无影响。,本特性无应用限制。,本特性无特殊规格。,,20.1.0,true,运营商 安全管理功能保证了系统的安全性。 用户 提升安全性，给用户带来更好的用网体验。,yes
